Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Mixed-Mode,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Eastern Colorado,TAC 311,Colorado,Colorado Chat,Central Regional,WIRES-X,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,Local/Cluster,REACT,CO-Park County
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,181.27,NNE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,,,,,2019-11-27,,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,310374,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.3,N,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,,CCARC,2016-12-23,Repeater,127.3,,,,,,,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.31,N,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,,CCARC,2016-09-08,,100,,,,,,,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.31,N,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,,CCARC,2018-07-23,http://www.w0cra.org/info/squaw.html#145145,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,181.31,N,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,CCARC,2017-11-13,http://www.w0cra.org,107.2,,,,347088,3291,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,181.31,N,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,,On-Air,,"KB0VIU, Denver Radio Club",E-power.,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",CCARC,2017-03-11,DRC Repeaters,100,,,,,,,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,181.31,N,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,,On-Air,Wide area.,Denver Radio Club,11,,CCARC,2017-03-11,DRC Repeaters,100,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.32,N,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,,CCARC,2016-05-24,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,181.33,N,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,CCARC,2017-01-13,Rocky Mountain Ham Radio,,,,See the website for programming information.,,,,yes,7,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,RMHAM,,,,,,,,,,,,2,,2,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,181.33,N,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",CCARC,2017-03-11,Repeater,103.5,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,182.23,NW,,08,154,39.0539,-108.254,449.3,444.3,107.2,Mesa,,On-Air,Wide Area I-70 West Rifle to Western Utah,,e-power Linked to GMRA Open System,,CCARC,2018-01-16,http://www.gmra.org/,107.2,,,Closed IRLP out,,3710,,,,,,,,,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,182.3,NW,,08,36,39.2406,-107.961,449.5,444.5,107.2,Mesa,,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,,CCARC,2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,183.02,NNE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,,,,2019-11-27,https://www.parkerradio.org,,,Parker Radio Association,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,,,,,310759,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,183.06,NW,,08,16721,39.0889,-108.227,446.9125,441.9125,,Mesa,,On-Air,"Grand Junction, I70",Bill Frost,,,,2018-01-09,,,,,Brandmeister network,,,,yes,1,,,,,,,,,,,,,,310868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,183.13,NNE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,,On-Air,Local North Parker only,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,183.83,NNE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the N6LXX System .,CCARC,2019-03-25,,,29883,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,183.83,NNE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the N6LXX System .,CCARC,2017-03-09,,107.2,29913,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,,183.92,NW,Node Offline,08,153,38.899,-108.496,448.15,443.15,100,Mesa,,On-Air,,,,,CCARC,2016-04-22,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,184.23,NNW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,,CCARC,2012-11-10,,,,,Single beep courtesy tone when linked and none when unlinked.,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,184.25,NNW,,08,8181,39.55049896,-107.32499695,224.02,222.42,,Garfield,,,,SCARC,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,184.25,NNW,,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,,40,Ski Country ARC (SCARC),50,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",CCARC,2012-11-12,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,184.25,NNW,,08,13637,39.55049896,-107.32499695,449.85,444.85,131.8,Garfield,,On-Air,Glenwood Springs,,e-power Linked to GMRA Open System,Full-time to the GMRA Open System .,CCARC,2018-01-15,http://GMRA.org,131.8,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,Colorado State RACES Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,,184.26,SE,,35,176,35.17169952,-103.72399902,146.88,146.28,,Quay,,On-Air,,WA5EMA,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,,184.26,SE,,35,178,35.17169952,-103.72399902,224.98,223.38,,Quay,,,,WA5EMA,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,,184.26,SE,Node Offline,35,179,35.17169952,-103.72399902,443.75,448.75,,Quay,,On-Air,Local coverage in town.,WA5EMA,,,NMFCC,2014-09-06,,,,,EchoLink active during daytime hours.,406798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,184.46,N,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,2019-08-23,,141.3,29571,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,185.42,NNE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,Jefferson,,On-Air,Metro Denver and the foothills.,Denver Radio Club,E-power.,,CCARC,2017-03-31,DRC Repeaters,,,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,185.42,NNE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,Jefferson,,On-Air,,Denver Radio Club,,,CCARC,2017-03-11,DRC Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,185.42,NNE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,Jefferson,DM79KQ,On-Air,Metro Denver,Denver Radio Club,Yaesu Digital Only,,CCARC,2019-09-06,Denver Radio Club,,,,"YSF digital only, no analog FM",,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,185.43,N,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,,On-Air,Wide area.,WG0N,E-power.,,CCARC,2012-11-20,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,,185.98,SW,ON - IDLE,35,91,35.52809906,-108.74199677,449.75,444.75,100,McKinley,,On-Air,,KC5WDV,,,NMFCC,2017-12-23,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,186.18,NNE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,Jefferson,DM79JQ,On-Air,Metro Denver area.,Denver Radio Club,E-power.,,CCARC,2017-03-11,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,186.72,NNE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,DM79RM,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,100,,,,,,,,,,,Yes; analog capable.,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,,187.12,SE,,35,177,35.13420105,-103.6989975,147.22,147.82,100,Quay,DM85DD,On-Air,Wide area.,Mega-Link Rptr System,4,Full-time to the Mega-Link System .,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,187.19,NNE,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,Jefferson,DM79KQ,Off-Air,Local.,,E-power.,,CCARC,2019-08-23,,100,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,187.34,NNE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,,On-Air,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.","Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",CCARC,2019-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,187.47,NNE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,CCARC,2014-01-03,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,187.47,NNE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,CCARC,2017-03-11,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,187.47,NNE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,CCARC,2014-01-03,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,187.47,NNE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,,On-Air,,Colorado D-Star,,,,2014-01-03,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,187.49,NNE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,DM79JR,On-Air,,Rocky Mountain Ham Radio,700,,CCARC,2019-11-27,Rocky Mountain Ham Radio,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,yes,7,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,187.49,NNE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,DM79JR,On-Air,,WA2YZT,200,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,yes,7,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,310802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,187.53,N,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,,On-Air,,El Jebel RADOPS,E-power.,,CCARC,2016-09-05,,100,,,,,3346,,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,187.53,N,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,2015-05-22,Intermountain Repeater Group,,,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,187.53,N,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,DM79HS,On-Air,,KE0SJ,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,2015-05-23,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,187.53,N,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,,CCARC,2017-03-11,DRL Repeaters,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,187.54,N,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,,On-Air,Denver metro area.,Denver Radio Club,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",CCARC,2017-03-11,DRC Repeaters,100,,,,,,,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,187.57,NNE,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,,On-Air,,,E-power,,CCARC,2019-06-19,,141.3,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,187.61,NNE,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,,On-Air,"Denver, Golden",,AllStar,,,2019-10-05,http://www.w0sky.com,67,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,187.87,NNE,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,DM79KR,On-Air,,Denver Radio Club,,,CCARC,2017-03-11,,,,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,,187.93,SE,,35,15643,35.36529922,-103.41100311,147.34,147.94,131.8,Quay,,On-Air,,Big Water ARA,,,NMFCC,2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,188.33,NNE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,DM79OP,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,,2018-02-01,,131.8,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",10079,,,,,,,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,188.36,N,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,CCARC,2018-12-23,,,45770,,The offset is -25.8125,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,188.36,N,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,,On-Air,,Denver Radio Club,,,CCARC,2017-12-09,http://www.w0tx.org/,,,Brandmeister Network,,,,,yes,1,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,,188.63,ESE,,08,8174,37.40829849,-102.61399841,147.09,147.69,118.8,Baca,,,,BCDEARC,,,CCARC,2012-11-12,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,188.63,ESE,Node Offline,08,6093,37.40829849,-102.61399841,147.33,147.93,118.8,Baca,,Off-Air,,Baca County Amateur Emergency Management,,,CCARC,2018-03-12,KZ0DEM Repeaters,118.8,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,,188.63,ESE,Node Offline,08,4588,37.40829849,-102.61399841,449.2,444.2,118.8,Baca,,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,,,2011-08-21,,118.8,,,,97142,7142,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,189.3,NNE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,,On-Air,Golden and Denver.,N0PYY,,,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,189.31,NNE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,,On-Air,,Denver PD EEB,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,189.31,NNE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,,CCARC,2019-09-06,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,189.52,N,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,,CCARC,2016-01-17,ARA Repeaters,88.5,,,,,,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,189.52,N,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,,On-Air,,Rocky Mountain Radio League,8,,CCARC,2017-03-11,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
