Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Rocky Mountain Wide,Feed,Location Photo,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,Devilshead Local,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,174.2,E,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,Laramie,DN71NB,Off-Air,,,Full-time to the Rocky Mountain Ham System .,WRCG,2020-02-04,,,,,https://www.rmham.org/wordpress/,,,yes,7,315603,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,,RMHAM,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,174.21,SE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,DM78LU,On-Air,Pikes Peak FM Assoc,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,2019-11-11,,e-power.,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,PPFMA Repeaters,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,174.21,SE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,DM78LU,On-Air,Pikes Pk FM Assoc,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,2019-03-07,,E-power.,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,PPFMA Repeaters,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,,174.4,NNW,,56,40,42.5,-108.65000153,145.445,144.845,110.9,,Fremont,DN52QM,On-Air,"KC7CJN, WB7CJT",FCARS,,WRCG,2017-01-04,,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,174.66,SE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,,On-Air,K0NR,,,CCARC,2016-12-10,,30,Local.,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,175.32,SE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,,Douglas,,On-Air,Parker Radio Association,,,CCARC,2019-11-27,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,http://www.parkerradio.org,Mixed Mode,Mondays 20:30 MST,yes,1,310844,None c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,,175.6,W,ON - IDLE,49,53,39.65679932,-111.18599701,147.08,147.68,88.5,,Carbon,DM49JP,On-Air,Sinbad Desert ARC,,Full-time to the Sinbad Desert (SDARC) System .,UVHFS,2017-09-03,,"Closed autopatch, remote base.",Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,64264,http://sdarc.us/repeaters/boardinghouse.html,9,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.375,-5,,AE7TA,"Logan, Sedgwick Peak",UT,OPEN,,,176.25,WSW,,49,18470,39.32099915,-111.09400177,449.375,444.375,,,Cache,,On-Air,Bridgerland ARC,,,UVHFS,2020-01-19,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,S,176.25,WSW,,49,11163,39.32099915,-111.09400177,1299.25,1279.25,,,Washington,,On-Air,,,,UVHFS,,,,,,,,,,,,,,,,,yes,KF7YIX (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,,176.29,W,,49,271,39.65670013,-111.1989975,224.98,223.38,88.5,,Carbon,DM49JP,,"Intermountain Repeater Emergency Amateur Network, Sinbad Desert ARC",,,UVHFS,2013-08-05,Unknown,Remote base.,"Wide area: Price, Wellington, Helper, and Huntington areas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,177.75,SE,,08,11473,39.39350128,-104.67500305,446.85,441.85,,,Douglas,DM79PJ,On-Air,Parker Radio Association,,,CCARC,2018-03-18,,D-Star B module,,,http://parkerradio.org,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,177.95,SE,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,,Fremont,DM78ii,On-Air,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,,IPSC Link to the Colorado network on Talk Slot 2.,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,http://www.k0jsc.com,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,yes,7,310815,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,,,1,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,177.95,SE,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,100,100,Fremont,DM78ik,On-Air,,,Full-time to the The Fun Machine System .,CCARC,2013-01-27,,,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,363976,K0JSC dot Com,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,177.95,SE,,08,29,38.45420074,-105.29000092,53.03,51.33,88.5,88.5,Fremont,DM78IK,On-Air,WB0WDF,RGARC,,CCARC,2012-07-10,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,177.95,SE,,08,30,38.45420074,-105.29000092,145.49,144.89,103.5,103.5,Fremont,DM78ik,On-Air,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,CCARC,2017-03-11,,E-power (Bat),,,Royal Gorge Amateur Radio Club,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,177.95,SE,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,103.5,Fremont,DM78IK,On-Air,RGARC,,,CCARC,2017-10-04,,"E-power (Bat), Remote Base",Wide area. Repeater Coverage Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,177.95,SE,,08,32,38.45420074,-105.29000092,447.75,442.75,103.5,103.5,Fremont,,On-Air,RGARC,,,CCARC,2017-03-11,,E-power (Bat),,,Royal Gorge Amateur Radio Club,,,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,177.98,E,,56,34,41.02740097,-104.78399658,449.3,444.3,,,Laramie,DN71OA,On-Air,WU7G,,,WRCG,2019-06-02,,,"Laramie county wy, Northern Weld and Larimer County, CO",,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,178.13,SE,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,,On-Air,Royal Gorge ARC,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,178.71,SE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,,On-Air,Rocky Mountain Ham Radio,RMHAM,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,2019-11-27,,,Monument Hill through Pueblo.,,,,,yes,7,310816,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,178.71,SE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,,On-Air,WA6IFI,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,12,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,Yahoo Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,178.72,SE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,DM78MS,On-Air,AA0SP,,,CCARC,2017-03-09,,E-power (solar).,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,178.73,SE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,DM78MS,On-Air,RMHAM,,,CCARC,2019-11-27,,,Wide area,,Rocky Mountain Ham Radio,Voice ID is required for data/GPS/text on TG 705,,yes,7,310824,c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,178.87,E,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,,Laramie,,On-Air,Shy-Wy Amateur Radio Club,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",WRCG,2017-01-04,,"E-power, WX.",,,,,Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,179.27,E,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,,Laramie,,On-Air,N7GT,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",WRCG,2019-10-23,,,Local: Cheyenne.,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,179.27,E,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,91.5,Laramie,DN71,On-Air,ShyWyArc,,,WRCG,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,179.27,E,,56,15518,41.13999939,-104.81999969,449.9,444.9,100,100,Laramie,,On-Air,N7JJY,,,,2017-01-04,,,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,179.27,E,,56,10803,41.13999939,-104.81999969,449.975,444.975,,,Laramie,,On-Air,WY7EOC,Laramie County Emergency Management/WY7EOC,,WRCG,2020-02-27,,,,,,See the website for TG/TS/CC programming info and link status/info,,yes,11,315601,WyDMR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,179.74,E,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,,Laramie,DN71OD,On-Air,,,,WRCG,2019-12-12,,,Local,,,Brandmiester DMR only no analog.,,yes,15,315615,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,179.94,SE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,,El Paso,DM79OA,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-09-24,,,I-25 corridor from Baptist Rd south to Fort Carson,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Cortez, Goodman",CO,OPEN,,,179.99,S,,08,16606,37.47389984,-108.50499725,145.19,144.59,100,,Montezuma,DM57RL,On-Air,San Juan Connection,,,CCARC,2020-01-17,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,,179.99,S,,08,16623,37.47389984,-108.50499725,447.275,442.275,100,,Montezuma,,On-Air,,,,,2017-12-07,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,,180.41,NNW,,56,3623,42.5760994,-108.72599792,449.9,444.9,D261,,Fremont,DN52PN,On-Air,N7HYF,,"Full-time to 53.03000 (N7HYF) at Lander, WY . Full-time to 147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,,180.46,W,,49,23,40.28760147,-111.31500244,147.16,147.76,136.5,,Wasatch,DN40IG,Off-Air,,,,UVHFS,2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,180.85,ESE,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,100,Douglas,DM79RM,On-Air,,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,,180.9,WNW,,56,2,41.34859848,-110.90200043,146.86,146.26,100,,Uinta,DN41NI,On-Air,Utah VHF Society,Intermountain Intertie,Full-time to the Intermountain Intertie System .,WRCG,2019-10-27,,,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,,http://www.utahvhfs.org/snowlink.html,8,Utah VHF Society Tuesday: 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington, Skyline Dr",UT,OPEN,,,181.1,WSW,,49,273,39.20999908,-111.14199829,223.92,222.32,88.5,,Emery,DM49KF,,,Sinbad Desert ARC,,UVHFS,,Unknown,"Remote base, 8,702'.","Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,,181.11,WSW,ON - IDLE,49,54,39.20980072,-111.14199829,147.06,147.66,88.5,,Emery,DM49kf,On-Air,Sinbad Desert ARC,,Full-time to the Sinbad Desert (SDARC) System .,UVHFS,2015-08-04,,"Closed autopatch, remote base.","Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",64264,http://sdarc.us/repeaters/horn.html,8,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,,181.11,WSW,,49,73,39.20959854,-111.14199829,447.625,442.625,100,,Emery,DM49KF,On-Air,San Rafael Cactus Assoc,Cactus-Intertie,,UVHFS,2008-07-11,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,,181.11,WSW,,49,272,39.20959854,-111.14199829,447.7,442.7,123,,Emery,DM49KF,,,,,UVHFS,2013-08-05,Unknown,"Closed autopatch, 8,702'.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,,181.27,S,,08,113,37.41529846,-108.01200104,146.67,146.07,100,100,La Plata,,On-Air,Durango ARC,,"Part-time to 147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,2019-04-01,,11,Wide area.,,DARC Repeaters,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,181.44,SE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,,On-Air,K0JSC,,Full-time to the The Fun Machine System .,CCARC,2017-03-11,,Autopatch.,Canon City area. Repeater Coverage Map,363976,http://www.k0jsc.com,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,100,K7DSN,"Spanish Fork, Teat Mountain",UT,OPEN,,,182.89,W,,49,20,40.02809906,-111.37000275,447.4,442.4,100,,Utah,DN40HA,Off-Air,,,,UVHFS,2019-04-01,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,KA7SHX,"Kemmerer, Quealy Peak",WY,OPEN,,,182.95,NW,,56,71,41.79249954,-110.53700256,449.825,444.825,100,,Lincoln,,On-Air,ORARC,,,WRCG,2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,127.3,N7ERH,"Kemmerer, Qualey Ridge",WY,OPEN,,,182.95,NW,,56,17470,41.79249954,-110.53700256,449.3,444.3,127.3,,,,,,,,,2018-12-11,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,KF7EHE,"Kemmerer, Dempsey Ridge",WY,OPEN,,Y,182.99,NW,,56,14394,41.79240036,-110.53800201,449.075,444.075,123,123,Lincoln,,Testing,,,,,2019-10-23,,220,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,,183.58,S,,08,116,37.38280106,-107.77799988,146.7,146.1,100,100,La Plata,,On-Air,Durango ARC,,,CCARC,2018-01-16,,9,Local.,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,183.7,SE,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,El Paso,,On-Air,w0mog,,,,2017-04-07,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,100,KG7VVQ,"Kemmerer, Quealy Peak",WY,OPEN,,,183.77,NW,,56,49,41.83860016,-110.5039978,147.09,147.69,100,,Lincoln,DN41RU,On-Air,,,,WRCG,2019-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
