Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,On-air,Grid,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,IRLP,EchoLink,Bandwidth,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Commands,TAC 310,Mountain Reg USA,Local Network,Central Regional,Mixed-Mode,AllStar,Feed,Worldwide,English,P-25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Location Photo
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,190.49,W,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,2019-05-11,123,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,191.7,SSW,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,Pueblo,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,CCARC,2017-03-11,100,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,K0JSC dot Com,,,,,DM78SA18,,,,,,7301,363976,,,,,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,,,191.73,SE,,20,6463,38.48089981,-100.9240036,444.95,449.95,100,Scott,Off-Air,Click for coverage map. 35 mi radius.,SHARC,Internet Linked to K-Link Repeater Network.,Kansas Repeater Council,2019-07-27,100,Full-time internet linked to the K-Link System .,,,,,,,,,http://ks0lnk.net,,,,,DM98ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.865,-0.6,,KR0A,Broken Bow,NE,OPEN,,,193.53,E,,31,10,41.40179825,-99.6411972,146.865,146.265,,Custer,Off-Air,,KR0A,,,2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,KR0A,Broken Bow,NE,OPEN,,,193.53,E,,31,11,41.40179825,-99.6411972,147.06,147.66,,Custer,On-Air,,KR0A,,,2017-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,,193.96,N,,46,8144,43.4251,-103.484,146.475,146.475,146.2,Fall River,On-Air,More info on the coverage area would be helpful.,W0FUI,IRLP,,2015-07-11,146.2,,Turns itself off every night. More control info on the website.,,,,,,,,,,,,,,,,,,,7976,,,,,,,,,,IRLP: Connect- [node nbr] / Disconnect- 73.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,,194.56,ESE,,31,38,40.47829819,-99.50700378,146.895,146.295,123,Phelps,On-Air,,Region 15 ARES/RACES,E-power.,WB0CMC,2017-05-21,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,146.2,K0HS,"Hot Springs, Battle Mountain",SD,OPEN,,,195.05,N,,46,3647,43.44250107,-103.45300293,146.7,146.1,146.2,Fall River,On-Air,,Hot Springs Amateur Radio Club,E-power.,SouDak,2018-05-17,146.2,,,,,,,,,,,,,,,DN83GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,,197.78,NW,,56,50,42.95999908,-105.43000031,147.15,147.75,,Converse,On-Air,,,,,2017-03-05,,,,,,,,,,,,,,,,DN72GX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,198.62,SSE,,20,3947,37.98059845,-101.75299835,146.775,146.175,,Hamilton,On-Air,Local. 20 mi radius.,KB0CKE,,Kansas Repeater Council,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
