Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,AllStar,On-air,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,182.03,NW,ON - IDLE,49,59,39.63890076,-110.34200287,449.05,444.05,88.5,Carbon,On-Air,http://sdarc.us/repeaters/bruin.html,UVHFS,2008-07-11,,,,,,DM49TP,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,Remote base.,,,3270,,,,,,,,,64264,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,,182.28,SSW,ON - IDLE,35,91,35.52809906,-108.74199677,449.75,444.75,100,McKinley,On-Air,,NMFCC,2017-12-23,,,,,,,,KC5WDV,,,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,182.53,NW,,49,15319,39.6446991,-110.34799957,145.175,144.575,,Carbon,On-Air,,,2018-01-11,,,,,,,Eastern Utah,SDARC,,,,,,,Sinbad Desert A.R.C.,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,183.28,SE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,Las Animas,Off-Air,,CCARC,2017-10-24,,,,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,183.28,SE,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,Las Animas,On-Air,,CCARC,2018-04-04,,,,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,183.34,SE,,08,240,37.16939926,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,CMRG Repeaters,CCARC,2017-10-24,,,,,,,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,183.48,NE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,Douglas,On-Air,,CCARC,2017-03-11,,,,,,DM79NL,"Denver metropolitan area, front range foothills",EmComm Colorado,,,146.2,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,184.32,SE,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,Colfax,On-Air,,,2020-01-25,,,,,,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,110.9,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,184.98,NE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,Arapahoe,,https://www.parkerradio.org,,2019-11-27,yes,1,310759,Brandmeister c Record retrieved from radioid.net,,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,,,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,Parker Radio Association,,Unknown,,,,,,,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,186,NE,,08,13368,40.06330109,-105.41000366,146.91,147.51,123,Boulder,On-Air,http://goldhilltown.com/,,2017-04-09,,,,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,127.3,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.","Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,186.38,NE,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,On-Air,BARC Repeaters,CCARC,2013-03-17,,,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,,186.53,SE,,35,15631,35.78530121,-105.78199768,147.02,147.62,141.3,Santa Fe,On-Air,,NMFCC,2017-01-24,,,,,,DM75CS,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,186.55,NE,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,On-Air,,CCARC,2013-03-17,,,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,186.56,NE,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,,CCARC,2019-08-23,,,,,,,,Boulder Amateur Radio Club,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,,186.58,SE,,35,155,35.78499985,-105.78099823,442.825,447.825,131.8,Santa Fe,On-Air,,NMFCC,2017-07-22,,,,,,DM75CS,,Santa Fe ARC,Autopatch.,"Full-time to 146.82000 (W5SF) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe, Tesuque Peak",NM,OPEN,,,186.58,SE,,35,153,35.78499985,-105.78099823,146.82,146.22,162.2,Santa Fe,On-Air,SFARC Repeaters,NMFCC,2017-07-22,,,,,,DM75CS,Wide area.,Santa Fe ARC,"Autopatch, e-power.","Full-time to 442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,186.59,NE,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,On-Air,https://kh6htv.com/,,2020-02-25,,,,,,,"Wide Area, WY border to DIA to SE Denver",BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,,"ATV, Thurs, 3pm local",ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.15,5,CC,WR7HLN,Santa Fe,NM,OPEN,,D,186.68,SSE,"New Repeater in Santa Fe, on the air at 6/24/19 3 Miles West of Santa Fe, NM. 6,870 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Decibel Products DB-408 omni pattern antenna. Antenna height is 85 feet above ground level. On the air June 24, 2019.",35,18015,35.67869949,-105.99199677,443.15,448.15,,Bernalillo,On-Air,http://www.dmr-montana.net,NMFCC,2019-12-08,yes,1,310992,Brandmeister c Record retrieved from radioid.net,,,Santa Fe,Mac Pass Repeater Group,"This is a dual mix repeater, analog on PL TONE 131.8, color code 1 DMR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,186.84,NE,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,Denver,On-Air,,CCARC,2014-07-03,,,,,,,,RADOPS El Jebel Shriners,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,186.84,NE,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,Denver,Off-Air,,CCARC,2017-03-11,,,,,,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,186.84,NE,,08,8212,39.73759842,-104.98500061,449.65,444.65,,Denver,On-Air,,CCARC,2012-11-16,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,186.84,NE,,08,8213,39.73759842,-104.98500061,449.675,444.675,,Denver,On-Air,,CCARC,2012-11-16,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,7708,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,186.95,NE,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,2015-05-22,,,,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,186.95,NE,,08,79,39.73920059,-104.98400116,146.715,146.115,123,Denver,On-Air,,CCARC,2017-04-09,,,,,,,,EARS,E-power.,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,186.95,NE,,08,91,39.73920059,-104.98400116,448.075,443.075,123,Denver,On-Air,,CCARC,2017-03-11,,,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,186.95,NE,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,Denver,Off-Air,,CCARC,2017-03-11,,,,,,,,HPRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,187.24,E,,08,11473,39.39350128,-104.67500305,446.85,441.85,,Douglas,On-Air,http://parkerradio.org,CCARC,2018-03-18,,,,,,DM79PJ,,Parker Radio Association,D-Star B module,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,187.51,NE,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,On-Air,,CCARC,2015-05-15,,,,,,DM79MS,,W0JRL,,,100,,,,,29997,,,,,201712,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,,187.69,SSE,,35,17323,35.68700027,-105.93800354,145.19,144.59,162.2,Bernalillo,On-Air,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,S,187.69,SSE,,35,13769,35.68700027,-105.93800354,145.21,144.61,,Santa Fe,On-Air,,,2015-11-08,,,,,,,Local Santa Fe,W5SF,,,,,Soon to move to a better location.,,Santa Fe Amateur Radio Club,,,,,,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,S,187.69,SSE,,35,13768,35.68700027,-105.93800354,444.575,449.575,,Santa Fe,On-Air,,,2015-11-08,,,,,,,Local Santa Fe,W5SF,,,,,Soon to move to a better location,,Santa Fe Amateur Radio CLub,,,,,,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,187.76,NE,,08,18248,39.51860046,-104.76100159,446.9,441.9,,Arapahoe,On-Air,https://www.parkerradio.org,,2019-11-03,,,,,,,Small coverage area in Parker,Parker Radio Association,Linked to the Colorado Mega digital system,,,,,Monday nights 8pm mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,40895,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,187.76,NE,,08,17696,39.51860046,-104.76100159,448.05,443.05,,Douglas,,,,2019-11-27,yes,1,310374,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,187.76,NE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,Douglas,On-Air,,,2018-09-07,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,K0PRA,Parker,CO,OPEN,,D,187.88,E,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17292,39.44910049,-104.70300293,445.075,440.075,,Douglas,On-Air,http://www.parkerradio.org,CCARC,2019-11-27,yes,1,310844,None c Record retrieved from radioid.net,,,,Parker Radio Association,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,Mixed Mode,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,,188.07,WSW,,49,169,37.03419876,-110.8690033,448.75,443.75,100,San Juan,On-Air,,UVHFS,2014-06-30,,,,,,DM47NA,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,,188.07,WSW,,49,183,37.03419876,-110.8690033,449.925,444.925,100,San Juan,On-Air,,UVHFS,2014-12-20,,,,,,DM47NA,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,,188.07,WSW,,49,218,37.03419876,-110.8690033,146.96,146.36,100,San Juan,On-Air,,UVHFS,2018-06-18,,,,,,DM47NA,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,,,,,10,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,,188.08,WSW,,49,11827,37.0340004,-110.8690033,448.6,443.6,100,San Juan,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,2018-11-25,,,,,,DM47NA,Wide Area.,Utah VHF Society,,"Full-time to 448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ . Full-time to the Intermountain Intertie System .",,,,UVHFS: Tue at 20:00.,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,,188.35,SSE,,35,10216,35.65100098,-105.99199677,449.275,444.275,146.2,Santa Fe,On-Air,,,2017-07-25,,,,,,DM75AP,,Fred Homuth,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,188.43,NE,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,,CCARC,2019-11-27,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,188.43,NE,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,,,2019-11-27,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,188.43,NE,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,On-Air,,CCARC,2018-04-24,,,,,,,,Rocky Mountain Ham Radio,,,141.3,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,188.43,NE,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,On-Air,,CCARC,2017-11-13,,,,,,,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.","Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,3990,,,CRA VHF Link System,,,,,,347086,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,188.43,NE,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,On-Air,,CCARC,2016-09-08,,,,,,DN70HB,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,188.43,NE,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,On-Air,RMVHS repeaters,CCARC,2017-03-11,,,,,,DN70HB,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,188.53,NE,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,On-Air,,CCARC,2017-03-11,,,,,,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,188.53,NE,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,7,310800,RMHR c Record retrieved from radioid.net,,,Wide area.,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,188.53,NE,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,,CCARC,2012-11-12,,,,,,,,Boulder County ARES,E-power.,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,188.57,NE,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,2013-01-08,,,,,,,,BARC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,188.57,NE,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,On-Air,,CCARC,2017-03-11,,,,,,,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,,188.72,SSE,,35,13566,35.64799881,-105.98500061,447.775,442.775,100,Santa Fe,On-Air,,,2017-02-14,,,,,,,Santa Fe,,,,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,189.07,NE,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,100,Adams,On-Air,,CCARC,2017-04-24,,,,,,,,N1UPS,,,,3699,,,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,189.13,SE,,35,6805,36.99250031,-104.47399902,446.775,441.775,,Colfax,On-Air,http://www.cmrg.org/,NMFCC,2017-07-22,,,,,,DM76SX,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,,189.15,SSE,,35,154,35.65930176,-105.94499969,147.2,147.8,162.2,Santa Fe,On-Air,SFARC Repeaters,NMFCC,2018-09-01,,,,,,DM75AP,,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,189.36,SE,,08,239,36.99739838,-104.46700287,145.43,144.83,107.2,Las Animas,On-Air,CMRG Repeaters,CCARC,2017-10-24,,,,,,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,189.78,NE,,08,15670,40.17269897,-105.46800232,147.03,147.63,100,Boulder,On-Air,,CCARC,2017-01-20,,,,,,,,KI0HG,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,190.98,NE,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,Boulder,Off-Air,,CCARC,2019-06-19,,,,,,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,190.98,NE,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,Boulder,Off-Air,Repeater,CCARC,2019-06-19,,,,,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,6,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,191.14,NE,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,On-Air,http://bouldercountyares.org/technical/d-star,CCARC,2012-11-12,,,,,,,20,Boulder County ARES,E-power.,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,191.14,NE,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,On-Air,,CCARC,2013-12-21,,,,,,DN70JA,20,Boulder County ARES,E-power.,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,,191.43,S,,35,96,35.25299835,-107.59700012,444.95,449.95,100,Cibola,On-Air,,NMFCC,2018-11-29,,,,,,DM65EG,Wide area.,Cibola County Amateur Radio Club,,"Full-time to 147.18000 (KE5FYL) at Grants, NM .",88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
