Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,AllStar,Rocky Mountain Wide,Commands,Feed,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,On-air,Mixed-Mode,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,IPSC Network,Devilshead Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 310,TAC 311,Colorado,Colorado Chat,Location Photo,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,180.12,S,,35,15079,36.90999985,-106.58000183,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,,,NMFCC,2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,180.18,SSE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,Las Animas,Off-Air,K0BV,,,CCARC,2017-10-24,,,,,,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,180.18,SSE,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,Las Animas,On-Air,KG5JL,E-power (batt).,,CCARC,2018-04-04,,,,,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,180.21,SSE,,08,240,37.16939926,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,E-power.,,CCARC,2017-10-24,,,,,,CMRG Repeaters,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,181.18,S,,35,175,36.85969925,-106.01799774,147.22,147.82,100,Rio Arriba,On-Air,New Mexico Mega Link Assoc,10,,NMFCC,2017-01-23,,,,,,,,Wide area.,Full-time to the Mega-Link System .,,,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,181.2,S,,35,19,36.8594017,-106.01899719,146.76,146.16,67,Rio Arriba,On-Air,Taos ARC,11,,,2016-04-30,,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,,182.16,SW,,08,115,37.2753,-107.879,448.625,443.625,131.8,La Plata,On-Air,KC5EVE,,,CCARC,2018-09-26,,,,,,,131.8,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,,182.19,SW,,08,11546,37.27529907,-107.87999725,449.85,444.85,100,La Plata,On-Air,DARC,,,CCARC,2018-09-26,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,182.5,WNW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,Uintah,,Borderline Amateur Radio Club,,7705,,2015-07-04,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,183.43,NE,,31,58,41.49000168,-103.75499725,147,146.4,103.5,Banner,On-Air,Tri-City Radio Amateur Club,,,,2017-09-07,,,,,,,,,,,,,,,,,DN81CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,183.63,SSW,,35,15624,36.9336,-106.999,145.43,144.83,136.5,Rio Arriba,On-Air,SJC EMCOMM,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,183.72,ESE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,,,CCARC,2018-04-01,,,,,,,,,,,,,,,,,DM89QH,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,,183.73,SW,,08,11545,37.2622,-107.906,147.135,147.735,100,La Plata,On-Air,,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,184.99,SSW,,08,8177,37.115,-107.633,147.15,147.75,100,La Plata,On-Air,,E-power.,,CCARC,2018-01-16,,,,,,http://www.sjcham.com,,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,185.3,SW,,08,8169,37.3,-108.028,145.37,144.77,100,La Plata,On-Air,,E-power.,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,,KB5ITS,"Mancos, Caviness",CO,OPEN,,,185.58,SW,,08,18459,37.36460114,-108.14800262,145.325,144.725,,Montezuma,On-Air,San Juan Connection,,,,2020-01-12,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,185.9,SW,,08,15896,37.36,-108.15,442.375,447.375,100,Montezuma,On-Air,San Juan Connection,,,,2017-11-30,,,,,,,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,186.61,NNE,,56,15538,42.0544014,-104.95300293,224.68,223.08,,Platte,On-Air,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,186.61,NNE,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,Platte,On-Air,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,186.63,NNE,,56,47,42.0544014,-104.95200348,146.88,146.28,,Platte,On-Air,GPARA,,,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,188.22,WSW,,49,13042,38.5286,-109.322,146.76,146.16,88.5,Grand,On-Air,Sinbad Desert ARC,,,UVHFS,2017-11-04,,,,,,http://www.sdarc.us/repeaters/bald.html,,Moab and immediate surroundings.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,188.37,WSW,,49,52,38.5286,-109.325,449.1,444.1,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),8,,UVHFS,2017-11-04,,,,,,GMRA Repeaters,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,191.06,SW,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,Montezuma,On-Air,,E-power.,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,Wide area.,,Full time to the San Juan Connection,,,,,,,DM57VH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,191.43,SW,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,Montezuma,On-Air,RMHAM,,,CCARC,2019-11-27,yes,6,310826,,,http://www.rmham.org,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,191.66,SSE,,08,239,36.99739838,-104.46700287,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,,CCARC,2017-10-24,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,191.79,SSE,,35,6805,36.99250031,-104.47399902,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,,NMFCC,2017-07-22,,,,,,http://www.cmrg.org/,,,,,,,,,,,DM76SX,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,192.18,SSE,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,Taos,On-Air,Taos ARC,,,NMFCC,2017-08-27,,,,,,Taos Amateur Radio Club,,,,,,,,,,,DM76IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Cortez, Goodman",CO,OPEN,,,192.48,SW,,08,16606,37.4739,-108.505,145.19,144.59,100,Montezuma,On-Air,,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,,192.48,SW,,08,16623,37.4739,-108.505,447.275,442.275,100,Montezuma,On-Air,,,,,2017-12-07,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,192.94,SE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,Cheyenne,On-Air,Delbert Noakes (KC0VJD),"APRS Digireater &amp; iGate, Weather Station",,CCARC,2019-04-24,,,,,,,,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",,,,,,,,,DM88RT,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,35710,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,194.79,S,,35,137,36.69300079,-105.51399994,145.39,144.79,100,Taos,On-Air,Taos ARC,"E-power, linked.",,NMFCC,2017-09-01,,,,,,Taos Amateur Radio Club,,Wide area.,,,,,,,,,DM76FQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,195.91,S,,35,15616,36.64699936,-105.96700287,145.175,144.575,141.3,Taos,Off-Air,NMEMA ARC,,,NMFCC,2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,195.92,S,,35,174,36.64690018,-105.96700287,146.76,146.16,67,Taos,On-Air,Taos ARC,11,,,2016-08-20,,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,196.99,NE,,31,110,41.70100021,-103.68099976,444.125,449.125,114.8,Scotts Bluff,On-Air,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,2018-12-02,,,,,,,114.8,Wide area,,,,,,,,,DN81DQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,198.19,SSE,,35,136,36.90330124,-104.43900299,147.28,147.88,100,Colfax,On-Air,,8,,NMFCC,2018-01-07,,,,,,,,Wide area.,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,198.61,WSW,,49,48,38.5739,-109.549,146.9,146.3,88.5,Grand,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,UVHFS,2015-03-29,,,,,,http://sdarc.us/repeaters/moab.html,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
