Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,Sponsor,Features,Coordination,Web links,Notes,Coverage,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,EchoLink,IRLP,AllStar,Nets,Feed,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,Commands,Central Regional,Talkgroup Network,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Colorado,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Bandwidth
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,178,NNW,yes,08,15579,40.485,-106.832,147.165,147.765,88.5,123,Routt,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,178,NNW,yes,08,9770,40.485,-106.832,449.625,444.625,123,123,Routt,On-Air,,,yes,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,http://colcon.org,,Local Steamboat Area,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,178,NNW,yes,08,237,40.485,-106.831,147.21,147.81,107.2,107.2,Routt,On-Air,,,yes,SSARC,"Linked, WX.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,178.4,WNW,yes,08,147,39.1173,-108.522,145.175,144.575,107.2,,Mesa,On-Air,,,yes,,"E-power,",CCARC,,,Greater grand Junction area.,,,,,,,,,,3161,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,178.5,WNW,yes,08,8175,39.0639,-108.551,147.105,147.705,,,Mesa,On-Air,,,yes,K0SSI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,178.5,WNW,yes,08,8206,39.0639,-108.551,449,444,,107.2,Mesa,On-Air,Grand Mesa Repeater Assoc,,yes,KB0SW,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,178.5,WNW,yes,08,3757,39.0638,-108.551,447.5,442.5,114.8,,Mesa,,,,yes,KC0ARV,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,178.5,WNW,yes,08,11792,39.0639,-108.551,446.775,441.775,,,Mesa,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,178.5,WNW,yes,08,11793,39.0639,-108.551,449.775,444.775,173.8,88.5,Mesa,On-Air,,,yes,,,CCARC,,,,,,,,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,178.5,WNW,yes,08,8167,39.0639,-108.551,145.22,144.62,107.2,,Mesa,,,,yes,KE0TY,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,178.5,WNW,yes,08,152,39.0639,-108.55,147.39,147.99,107.2,,Mesa,,,,yes,KE0TY,Linked.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,178.5,WNW,yes,08,261,39.0639,-108.55,146.82,146.22,107.2,,Mesa,On-Air,,,yes,,,CCARC,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,178.9,WNW,yes,08,15581,39.052,-108.565,147.355,146.755,88.5,123,Mesa,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,178.9,WSW,yes,08,61,37.3489,-108.585,146.79,146.19,127.3,127.3,Montezuma,On-Air,,,yes,KD5LWU,,CCARC,,,,,,,,,,,,24336,,29317,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,178.9,WSW,yes,08,62,37.3489,-108.585,449.175,444.175,127.3,,Montezuma,Off-Air,,,yes,KD5LWU,,CCARC,,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,179.2,N,yes,08,8251,40.7039,-105.009,448.325,443.325,110.9,,Larimer,On-Air,,,yes,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,179.6,WSW,yes,35,85,36.7281,-108.218,146.85,146.25,100,100,San Juan,On-Air,,,yes,Totah ARC,Closed autopatch.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,179.6,WSW,yes,35,87,36.7281,-108.218,449,444,100,,San Juan,,,,yes,K5WY,E-power.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,35,81,36.7281,-108.218,53.01,52.01,131.8,,San Juan,On-Air,,,yes,KB5ITS,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,35,84,36.7281,-108.218,146.76,146.16,100,100,San Juan,On-Air,,Full-time to the  San Juan Connection System .,yes,,"Closed autopatch, e-power.",NMFCC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,179.6,WSW,yes,35,86,36.7281,-108.218,147,147.6,100,,San Juan,On-Air,,,yes,,"Autopatch, e-power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,179.6,WSW,yes,35,15650,36.7281,-108.219,444.15,449.15,,,San Juan,On-Air,,,yes,San Juan County,DV only,,,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,179.6,WSW,yes,35,12412,36.7281,-108.219,442.325,447.325,,,San Juan,On-Air,,,yes,,AZ-TRBONET,NMFCC,http://www.aztrbonet.com/MinimalNetwatch,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,1,1,,,,,AZ-TrboNet,,,,,,,,,,,,,,1,2,,2,2,2,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,180.5,NNW,yes,08,244,40.6494,-106.382,145.16,144.56,88.5,123,Jackson,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,8,CCARC,,Part of the Colorado Connection system of repeaters.,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,180.7,WSW,yes,35,16279,36.7083,-108.226,1291.7,1271.7,,,San Juan,On-Air,,,yes,San Juan County,DV only,NMFCC,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,184.8,NE,yes,08,2,40.1606,-103.214,145.4,144.8,88.5,123,Washington,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,,CCARC,,Part of the Colorado Connection system of repeaters,Northeastern plains of Colorado.,,,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,184.8,NE,yes,08,16784,40.1605,-103.214,448.175,443.175,,,Morgan,On-Air,Rocky Mountain Ham Radio,,yes,W0FT,,CCARC,http://www.rmham.org/,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,185.2,SSW,yes,35,9767,35.6967,-106.859,443.1,448.1,100,,Sandoval,On-Air,ARRL,,yes,Sandoval County ARES,"Linked, e-power.",NMFCC,http://nmscares.org/,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Wide area - NW NM.,,,,,,,,,,,27748,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,188.5,WNW,yes,08,151,39.0656,-108.748,146.94,146.34,107.2,107.2,Mesa,On-Air,,,yes,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,http://w0rrz.org,,Grand Junction 30-50 mi,,,,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,188.5,WNW,yes,08,155,39.0656,-108.748,449.575,444.575,131.8,131.8,Mesa,On-Air,Grand Mesa Repeater Assoc,,yes,,e-power. Linked to GMRA Open System,CCARC,GMRA Repeaters,Closed IRLP out,Grand Junction,,,,,,,,,,3710,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,188.9,SE,yes,40,3790,36.7294,-102.513,147.35,147.95,88.5,88.5,Cimarron,On-Air,,,yes,CAPROCK / DUST BOWL INTERTIE,,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,189.3,S,yes,35,117,35.404,-105.193,444.375,449.375,100,,San Miguel,On-Air,,,yes,JPARA,"Closed autopatch, e-power.",NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,197,SSW,yes,35,16603,35.5993,-107.096,443,448,100,,Sandoval,On-Air,,,yes,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,198.5,NNW,yes,08,15577,40.5152,-107.546,146.97,146.37,88.5,123,Moffat,On-Air,Colorado Connection,Full-time to the  Colorado Connection System .,yes,Northwest Colorado Amateur Radio Association,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,198.5,NNW,yes,08,3740,40.5152,-107.546,145.265,144.665,107.2,,Moffat,,,,yes,NW Colorado ARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,200.9,SSW,yes,35,14763,35.336,-106.451,443.4,448.4,100,,Sandoval,On-Air,,,yes,Sandia Vista ARC,,NMFCC,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,201.3,ESE,yes,20,4086,38.175,-101.761,444,449,141.3,141.3,Hamilton,On-Air,,Full-time to the  SKECT System .,yes,SKECT,E-power.,Kansas Repeater Council,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,202.3,ESE,yes,20,3947,37.9806,-101.753,146.775,146.175,,,Hamilton,On-Air,,,yes,KA0TAO,,Kansas Repeater Council,,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,202.6,ESE,yes,20,15098,38.4697,-101.753,442.175,447.175,156.7,,Greeley,On-Air,,,yes,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,202.9,SSW,yes,35,9768,35.3075,-106.457,147.08,147.68,100,,Sandoval,On-Air,ARRL,,yes,Sandoval County ARES,"Linked, e-power.",NMFCC,http://www.nmscares.org,25,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",,,,,,,,,,,28176,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,203.8,NNE,yes,56,34,41.0022,-104.566,449.3,444.3,,,Laramie,On-Air,,,yes,WU7G,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,207.6,SSW,yes,35,140,35.2755,-106.618,442.35,447.35,100,,Sandoval,On-Air,,,yes,WA5OLD,Autopatch.,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,209.8,SSW,yes,35,3112,35.2744,-106.737,442.75,447.75,162.2,,Sandoval,On-Air,,,yes,KC5IPK,E-power.,NMFCC,,,"Rio Rancho, Albuquerque, Corrales.",,,,,,,,,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,209.8,SSW,yes,35,139,35.2744,-106.737,147.1,147.7,100,100,Sandoval,On-Air,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",yes,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.",NMFCC,http://www.nmscares.org,,,,,,,,,,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,209.8,SSW,yes,35,141,35.2744,-106.737,443,448,100,,Sandoval,On-Air,RACES.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",yes,Sandoval Co ARES,E-power.,NMFCC,http://www.nmscares.org,,Rio Rancho and parts of Santa Fe.,,,,,,,,,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,209.9,SSW,yes,35,16498,35.2378,-106.607,443.2,448.2,,,Sandoval,On-Air,,,yes,,Brandmeister,,http://brandmeister.network/?page=repeater&amp;id=313513,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,210.2,NE,yes,08,238,40.6256,-103.207,145.295,144.695,,,Logan,On-Air,,,yes,NECARA,"Autopatch, e-power.",CCARC,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,210.7,W,yes,49,13042,38.5286,-109.322,146.76,146.16,88.5,,Grand,On-Air,,,yes,Sinbad Desert ARC,,UVHFS,http://www.sdarc.us/repeaters/bald.html,8,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,210.9,W,yes,49,52,38.5286,-109.325,449.1,444.1,107.2,107.2,Grand,On-Air,,,yes,Grand Mesa Repeater Association (GMRA),8,UVHFS,GMRA Repeaters,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,,,,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,212.5,WNW,yes,08,174,39.5819,-108.952,447,442,107.2,,Garfield,On-Air,,,yes,,8,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,216.1,E,yes,20,3559,38.9139,-101.594,444.6,449.6,146.2,,Wallace,On-Air,,,yes,WA0VJR,,,,Dial 9335 to access K-Link,"US-40 
   Repeater Coverage Map",,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,218.6,W,yes,49,49,37.8392,-109.462,223.94,222.34,,,San Juan,,,,yes,Grand Mesa Rptr Assoc,11,UVHFS,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,218.6,W,yes,49,124,37.8392,-109.462,447.1,442.1,107.2,107.2,San Juan,On-Air,,Full-time to the  GMRA Open System .,yes,Grand Mesa Repeater Association (GMRA),E-power.,UVHFS,http://gmra.org,11,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,218.6,W,yes,49,50,37.8392,-109.462,447.4,442.4,,,San Juan,,Cactus-Intertie,,yes,,11,UVHFS,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,218.6,W,yes,49,60,37.8392,-109.462,146.61,146.01,88.5,,San Juan,On-Air,,,yes,Sinbad Desert ARC,Remote base.,UVHFS,http://www.sdarc.us/repeaters/abajo.html,11.36,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,222.6,SSE,yes,35,15643,35.3653,-103.411,147.34,147.94,131.8,,Quay,On-Air,,,yes,Big Water ARA,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,224.1,NW,yes,08,17249,40.0875,-108.805,445.2625,440.2625,,,Rio Blanco,On-Air,,,yes,RMHAM,,,https://www.rmham.org,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,230.6,WSW,yes,04,163,36.4614,-109.096,145.25,144.65,100,,Apache,On-Air,,Full-time to the  San Juan Connection System .,yes,San Juan Connection,"E-power, linked.",ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,230.6,WSW,yes,04,72,36.4614,-109.096,146.82,146.22,100,,Apache,On-Air,,,yes,Totah ARC,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,231.5,SSW,yes,35,96,35.253,-107.597,444.95,449.95,100,88.5,Cibola,On-Air,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",yes,Cibola County Amateur Radio Club,,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,231.5,SSW,yes,35,5349,35.2525,-107.597,146.98,146.38,141.3,141.3,Cibola,On-Air,,"Full-time to  
        444.97500 (K5EMO) at Grants, 515 West High Street, NM .",yes,New Mexico Emergency Management Association Amateur Radio Club,,,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,K5URR,"Grants,  Mt Taylor",NM,OPEN,,232.6,SSW,yes,35,97,35.2386,-107.608,146.94,146.34,100,,Cibola,On-Air,,,yes,Upper Rio FM Society,11,,http://www.urfmsi.org/,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,88.5,N5DFQ,Guymon,OK,OPEN,,237.5,SE,yes,40,4419,36.6758,-101.547,444.975,449.975,88.5,,Texas,On-Air,,,yes,DBARC,Linked.,ORSI,http://caprockintertie.org/,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,238.8,SW,yes,35,13539,35.9031,-108.772,448.2,443.2,100,,McKinley,On-Air,McKinley County ARES,,yes,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,238.8,SW,yes,35,89,35.9031,-108.772,147.22,147.82,67,,McKinley,On-Air,,Full-time to the  Mega-Link System .,yes,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,239.2,NE,yes,08,163,40.5844,-102.302,146.955,146.355,,,Phillips,,,,yes,PCARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,88.5,N5DFQ,Guymon,OK,OPEN,,240.5,SE,yes,40,4418,36.6828,-101.482,147.15,147.75,88.5,,Texas,On-Air,,Full-time to the  Caprock Intertie System .,yes,DBARC,"Linked, WX.",ORSI,http://caprockintertie.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
