Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Downlink Tone,Grid,Sponsor,Affiliate,Links,AllStar,Coverage,Notes,IRLP,Nets,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,,205.2,SSE,Node Offline,35,35,35.1631,-106.348,444.15,449.15,100,Bernalillo,On-Air,,,NMFCC,2017-07-16,,,W5AOX,,"Full-time to  
224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,206.1,ESE,,08,167,37.9995,-103.529,147.36,147.96,,Otero,On-Air,E-power,,,2018-09-30,123,,,KC0ITF,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,Digital Wires-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,11360,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,DSY,206.1,ESE,,08,101,37.9995,-103.529,446.75,441.75,,Otero,On-Air,E-power.,,,2017-02-01,,,,KC0ITF,,,La Junta,Please use Busy Channel LockOut,,,,yes,0,,,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,,206.5,WSW,,49,169,37.0342,-110.869,448.75,443.75,100,San Juan,On-Air,10,,UVHFS,2014-06-30,,,,,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,,206.5,WSW,,49,183,37.0342,-110.869,449.925,444.925,100,San Juan,On-Air,10,,UVHFS,2014-12-20,,,Lake Powell ARG,,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,,206.5,WSW,,49,218,37.0342,-110.869,146.96,146.36,100,San Juan,On-Air,,,UVHFS,2018-06-18,,,KE7OZE,Intermountain Intertie,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,,206.5,WSW,,49,11827,37.034,-110.869,448.6,443.6,100,San Juan,On-Air,,http://utahvhfs.org/snowlink.html,UVHFS,2018-11-25,,,Utah VHF Society,Intermountain Intertie,"Full-time to  
448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 
Full-time to the  Intermountain Intertie System .",,Wide Area.,,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,,206.7,NNE,,08,3630,40.5755,-105.285,449.425,444.425,94.8,Larimer,On-Air,,,,2018-02-25,,,,,"Full-time to  
927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 
Full-time to  
927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,,206.7,NNE,,08,3629,40.5755,-105.285,927.875,902.875,D114,Larimer,Off-Air,,,CCARC,2017-03-11,,,WA6IMI,,"Full-time to  
449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 
Full-time to  
927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,207.1,NNE,,08,4203,40.5397,-105.196,927.825,902.825,100,Larimer,On-Air,,,CCARC,2013-11-12,100,,AB0SF,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,207.1,NNE,,08,3592,40.5397,-105.197,927.95,902.95,100,Larimer,On-Air,25,,CCARC,2013-11-12,100,,K1TJ Repeater System,,,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,207.1,NNE,Node Offline,08,123,40.5397,-105.196,145.115,144.515,100,Larimer,On-Air,7,,CCARC,2016-10-25,100,,Northern Colorado ARC,,,,Wide area.,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,207.1,NNE,,08,275,40.5397,-105.196,224.52,222.92,100,Larimer,Off-Air,E-power.,,CCARC,2018-03-21,100,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,207.1,NNE,,08,126,40.5397,-105.196,447.275,442.275,100,Larimer,On-Air,"Closed autopatch, e-power.",,CCARC,2018-07-23,100,,Northern Colorado ARC,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,207.2,NNE,,08,3620,40.5153,-105.147,1283.55,1263.55,100,Larimer,On-Air,,http://www.k1tj.com/,CCARC,2013-01-01,,,K1TJ Repeater System,,,,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,207.2,NNE,Node Offline,08,276,40.5153,-105.147,447.45,442.45,123,Larimer,On-Air,,,CCARC,2016-02-01,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,D,207.2,NNE,,08,8505,40.5153,-105.147,446.7375,441.7375,,Larimer,On-Air,DMR-MARC World Wide Network,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,2017-03-11,,,N0AOL - NoCo C-Bridge Network,,,,Wide area: North Front Range.,Repeater ID: 310803,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,yes,2,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,207.6,NNE,,08,8715,40.5388,-105.179,446.75,441.75,,Larimer,On-Air,,http://www.rmham.org,CCARC,2013-12-01,,,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,See website for complete info on color codes/time slot assignment.,,,,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,D,207.6,NNE,,08,14274,40.5388,-105.179,145.265,144.665,,Larimer,On-Air,,http://www.w0dmr.org/,CCARC,2017-01-11,,,W0DMR - NoCo C-bridge Network,Brandmeister Network,,,Northern Colorado Front Range Wide Area coverage.,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,yes,2,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,BrandMeister US,,1,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,1,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,207.7,NNE,,08,5853,40.6111,-105.324,447.7,442.7,100,Larimer,On-Air,,http://ncarc.net/,,2014-09-02,100,,Northern Colorado Amateur Radio Club,,"Linkable to  
146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 
Linkable to  
146.85000 (W0UPS) at Greeley, UNC, CO .
 
Full-time to  
224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,Wide Area Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,207.9,NNE,,08,246,40.617,-105.327,146.625,146.025,100,Larimer,On-Air,E-power.,,CCARC,2017-03-11,100,,Northern Colorado ARC,,"Linkable to  
146.85000 (W0UPS) at Greeley, UNC, CO .
 
Linkable to  
224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,207.9,NNE,,08,3660,40.617,-105.327,224.84,223.24,100,Larimer,On-Air,"E-power, 25 watts.",,,2013-11-12,100,,Northern Colorado ARC,,"Full-time to  
447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,208.1,NE,,08,157,40.2612,-104.706,147,147.6,,Weld,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,CCARC,2019-05-06,,,Weld ARS,,,,,,3839,Tuesday Night club net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,208.1,NE,,08,158,40.2612,-104.706,448.475,443.475,100,Weld,On-Air,,http://www.warsco.org/,CCARC,2019-05-06,,,Weld Amateur Radio Society (WARS),,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,208.1,NE,,08,3621,40.444,-104.989,448.025,443.025,100,Larimer,On-Air,,,CCARC,2016-03-21,100,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,208.2,NE,,08,8194,40.496,-105.079,447.725,442.725,131.8,Larimer,On-Air,,,CCARC,2018-05-13,,,W7RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,,210.2,SE,,35,73,36.7611,-103.834,146.85,146.25,100,Union,Off-Air,E-power.,,NMFCC,2015-08-13,,,Sierra Grande RC,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,,210.2,SE,,35,74,36.7611,-103.834,444.8,449.8,77,Union,Off-Air,E-power.,,NMFCC,2015-08-13,,,Sierra Grande Repeater Club,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,,210.2,SE,,35,15638,36.7611,-103.834,147.175,147.775,141.3,Union,On-Air,,,NMFCC,2017-01-22,,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,210.9,E,ON        - IDLE,08,9583,39.3703,-103.801,449.25,444.25,123,Elbert,On-Air,Full duplex node.,,CCARC,2014-09-02,123,,K0UPS Club c/o N1UPS,,,,"I-70 Limon, Co area.","K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,,,,,,,,,3349,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC2,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,212.2,NNE,,08,17821,40.8076,-105.617,447.6,442.6,,Larimer,On-Air,Brandmeister Network,http://www.w0dmr.org,,2019-05-11,,,W1VAN,W0DMR,,,Covers Red Feather Lakes Area,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,212.3,NNE,,08,8901,40.5777,-105.093,446.8125,441.8125,,Larimer,On-Air,D-Star Gateway,,CCARC,2017-05-31,,,W0QEY CSU,,,,Fort Collins Local Area,Free Star,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,212.4,NNE,,08,125,40.5708,-105.077,147.36,147.96,100,Larimer,On-Air,Closed autopatch.,,CCARC,2017-03-11,100,,CO State Univ ARC,,,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,,212.8,NW,,49,13041,40.2222,-110.104,145.49,144.89,136.5,Duchesne,On-Air,E-power.,http://sdarc.us/repeaters/flat-top.html,UVHFS,2017-06-29,,,,Sinbad Desert ARC (SDARC),,,"Duchesne, UT area.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,213,NNE,,08,124,40.5853,-105.084,449.85,444.85,100,Larimer,On-Air,Closed autopatch.,,CCARC,2012-11-16,100,,CO State Univ ARC,,,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,215.1,NE,,08,12562,40.5446,-104.944,147.39,147.99,,Larimer,On-Air,,Documentation,CCARC,2017-03-11,,,KT0L - NoCo C-Bridge Network,,,,"Fort Collins east side, into Red Feather Lakes area.",,,Tac 310 Net: Sun at 18:00.,,yes,2,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,215.5,NE,,08,159,40.4037,-104.703,449.725,444.725,127.3,Weld,On-Air,"Autopatch, WX.",,CCARC,2014-08-21,,,K0OJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,215.6,NE,,08,156,40.4036,-104.7,146.85,146.25,100,Weld,On-Air,"E-power, WX.",,CCARC,2017-05-08,100,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,,216.2,SSE,,35,117,35.404,-105.193,444.375,449.375,100,San Miguel,On-Air,"Closed autopatch, e-power.",,NMFCC,2017-08-22,,,JPARA,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,216.3,NE,,08,8210,40.4233,-104.709,449.325,444.325,,Weld,On-Air,,,CCARC,2012-11-12,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,,217.6,WNW,ON        - IDLE,49,10058,39.6111,-110.812,147.2,147.8,88.5,Carbon,On-Air,,,UVHFS,2018-05-20,,,,,,,,,3270,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,,217.6,WNW,ON        - IDLE,49,10061,39.6111,-110.812,448.3,443.3,,Carbon,,,,UVHFS,2013-08-05,,,,,,,,,3270,,Unknown,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,217.7,WNW,,49,78,39.6119,-110.812,145.43,144.83,88.5,Carbon,,5,,UVHFS,2008-07-11,,,,,,,Price.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,217.7,WNW,,49,2764,39.6119,-110.812,224.5,222.9,88.5,Carbon,,5,,UVHFS,2008-11-25,,,College of Eastern Utah ARC,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price, Wood Hill",UT,OPEN,,,217.7,WNW,,49,2765,39.6119,-110.812,448.3,443.3,88.5,Carbon,,,,UVHFS,,,,College of Eastern Utah ARC,,,,Price.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,218.3,NE,,08,8188,40.581,-104.906,447.2,442.2,82.5,Weld,On-Air,,,CCARC,2017-03-11,,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,218.4,NE,,08,10995,40.5938,-104.926,446.775,441.775,,Larimer,On-Air,,W0DMR,CCARC,2017-01-11,,,W0DMR - NoCo C-bridge Network,Brandmeister Network,,,"Fort Collins east side, into Red Feather Lakes area.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,yes,2,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,BrandMeister US,,1,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,1,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,219,E,,08,17059,39.0542,-103.48,447,442,,Lincoln,On-Air,APRS repeater &amp; I-Gate / Weather station,,CCARC,2019-04-24,,,Delbert Noakes (KC0VJD),,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,30534,,,,,,,,,
147.04,0.6,136.5,W7BAR,"Vernal, Grizzly Ridge",UT,OPEN,,,220.1,NNW,,49,181,40.7396,-109.484,147.04,147.64,136.5,Uintah,On-Air,E-power.,,UVHFS,2015-03-09,,,Borderline ARC,,Full-time to the  Sinbad Desert (SDARC) System .,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,,220.8,NW,,49,152,40.1547,-110.392,147.26,147.86,,Duchesne,On-Air,5,,UVHFS,2016-05-07,,,Borderline ARC,,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,,220.9,NNW,,49,24,40.7517,-109.487,145.49,144.89,136.5,Uintah,On-Air,"Autopatch, 8,506', linked to (147.320).",,UVHFS,2014-01-20,,,"W7BYU,  Borderline ARC",,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,222,NNE,,08,8251,40.7039,-105.009,448.325,443.325,110.9,Larimer,On-Air,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,,222.1,WNW,Node Offline,49,54,39.2098,-111.142,147.06,147.66,88.5,Emery,On-Air,"Closed autopatch, remote base.",http://sdarc.us/repeaters/horn.html,UVHFS,2015-08-04,,DM49kf,Sinbad Desert ARC,,Full-time to the  Sinbad Desert (SDARC) System .,,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",8,3270,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,,222.1,WNW,,49,73,39.2096,-111.142,447.625,442.625,100,Emery,On-Air,,,UVHFS,2008-07-11,,,San Rafael Cactus Assoc,Cactus-Intertie,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington, Skyline Dr",UT,OPEN,,,222.1,WNW,,49,273,39.21,-111.142,223.92,222.32,88.5,Emery,,"Remote base, 8,702'.",,UVHFS,,,,,Sinbad Desert ARC,,,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,,222.1,WNW,,49,272,39.2096,-111.142,447.7,442.7,123,Emery,,"Closed autopatch, 8,702'.",,UVHFS,2013-08-05,,,,,,,Wide area.,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,S,222.5,WNW,,49,11163,39.321,-111.094,1299.25,1279.25,,Washington,On-Air,,,UVHFS,,,,,,,,,,,,,,,,,,,,,yes,KF7YIX (A) Gateway Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
