Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Commands,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,146.09,NNE,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,,N0WAR,,2019-11-27,On-Air,Brandmeister Network,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,,http://www.w0dmr.org,W0DMR,,,,DN70FI,,,,,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,146.16,WSW,,49,49,37.8392,-109.462,223.94,222.34,,San Juan,Unknown,Grand Mesa Rptr Assoc,UVHFS,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,146.16,WSW,,49,124,37.8392,-109.462,447.1,442.1,107.2,San Juan,,Grand Mesa Repeater Association (GMRA),UVHFS,2017-04-07,On-Air,E-power.,107.2,Wide area.,Full-time to the GMRA Open System .,http://gmra.org,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,146.16,WSW,,49,50,37.8392,-109.462,447.4,442.4,,San Juan,Unknown,,UVHFS,,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,146.16,WSW,ON - IDLE,49,60,37.8392,-109.462,146.61,146.01,88.5,San Juan,,Sinbad Desert ARC,UVHFS,2017-04-07,On-Air,Remote base.,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,http://www.sdarc.us/repeaters/abajo.html,,3270,11.36,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Monticello, Abajo Peak",UT,OPEN,,,146.21,WSW,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,Wayne,,San Juan Connection,,2020-01-13,On-Air,,,,Full-time to the SAN JUAN CONNECTION System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,146.45,NW,,08,17249,40.0875,-108.805,445.2625,440.2625,,Rio Blanco,,RMHAM,,2018-10-25,On-Air,,,,,https://www.rmham.org,,,,,,,,,,,,,,yes,7,310154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,147.04,NNE,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,,Estes Valley ARC,CCARC,2017-08-05,On-Air,E-Power,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,625757,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,147.98,NNE,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,,Estes Valley ARC,CCARC,2017-08-05,On-Air,E-power.,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to 449.80000 (N0FH) at Estes Park, CO .",,,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,DN70GI,625757,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,148.2,N,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,,Colorado Connection,CCARC,2017-01-06,On-Air,8,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the Colorado Connection System .,,,,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,148.48,NE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,,N0EPA,CCARC,2019-06-19,On-Air,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,148.48,NE,,08,175,40.16719818,-105.10099792,147.27,147.87,100,Boulder,,Longmont ARC (LARC),CCARC,2017-03-11,On-Air,"Closed autopatch, e-power, EchoLink.",100,Wide area: Northern Colorado.,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,148.48,NE,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,Boulder,,Longmont ARC,CCARC,2017-03-11,On-Air,30,88.5,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,149.51,SSE,,35,137,36.69300079,-105.51399994,145.39,144.79,100,Taos,,Taos ARC,NMFCC,2017-09-01,On-Air,"E-power, linked.",,Wide area.,,Taos Amateur Radio Club,,,,,DM76FQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,151.76,SE,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,Taos,,Taos ARC,NMFCC,2017-08-27,On-Air,,,,,Taos Amateur Radio Club,,,,,DM76IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,153.4,NE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,,,CCARC,2013-01-07,On-Air,,,,,,,3887,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,155.09,NE,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,,AC0KC,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,155.42,NE,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,,Intermountain Repeater Group,,2015-05-23,On-Air,,,Local/North Metro,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,157.12,SSE,,35,11288,36.59780121,-105.44499969,147.14,147.74,67,Taos,,,,2017-07-25,On-Air,11,,,Full-time to the Mega-Link System .,http://www.taosarc.com/,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,159.01,NE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,Weld,,K0EB,CCARC,2018-12-01,On-Air,,114.8,,,,K0UPS Club,8035,,,DN70,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,159.57,E,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,CCARC,2020-02-11,On-Air,Linked to CRA 448.425 - WestCreek,107.2,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.","Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",http://www.w0cra.org/,Colorado Repeater Association,,,,DM79WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,160.01,NE,,08,179,40.39849854,-105.125,147.195,147.795,100,Larimer,,Loveland Repeater Assoc,CCARC,2016-08-18,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,160.38,SSE,,35,183,36.55670166,-105.41600037,444.975,449.975,123,Taos,,N5TSV,NMFCC,2017-02-13,On-Air,,,,,,,,,,DM76HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,160.79,SE,,08,8086,37.14569855,-104.57099915,446.775,441.775,,Las Animas,,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-12-13,On-Air,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,161.62,NE,,08,181,40.39780045,-105.0739975,449.575,444.575,100,Larimer,,Loveland Rptr Assoc,CCARC,2018-02-24,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,162.75,SE,,35,77,36.59999847,-105.25,444.35,449.35,100,Colfax,,,NMFCC,2018-01-07,On-Air,,,,Full-time to the Mega-Link System .,,,,11,,DM76JO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,162.88,SE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,Las Animas,,K0BV,CCARC,2017-10-24,Off-Air,,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,162.88,SE,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,Las Animas,,KG5JL,CCARC,2018-04-04,On-Air,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,162.92,SE,,08,240,37.16939926,-104.5,449.6,444.6,107.2,Las Animas,,Cheyenne Mtn Rptr Grp,CCARC,2017-10-24,Off-Air,E-power.,,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,,163.57,SSW,,35,128,36.23329926,-107.56199646,145.49,144.89,100,Rio Arriba,,Totah ARC,NMFCC,2017-01-16,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,,164.98,SSE,,35,15632,36.2071991,-106.31900024,147.04,147.64,141.3,Rio Arriba,,NMEMA ARC,NMFCC,2017-01-16,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,165.63,SE,,35,15635,36.57799911,-105.19799805,147.04,147.64,141.3,Colfax,,NMEMA ARC,NMFCC,2017-01-24,On-Air,,,,,,,,,,DM76JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,165.73,NNE,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,Larimer,,Northern Colorado ARC,CCARC,2016-10-25,On-Air,7,100,Wide area.,,,,,,,DN70JM,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,165.73,NNE,,08,275,40.53969955,-105.19599915,224.52,222.92,100,Larimer,,Northern Colorado ARC,CCARC,2018-03-21,Off-Air,E-power.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,165.73,NNE,,08,126,40.53969955,-105.19599915,447.275,442.275,100,Larimer,,Northern Colorado ARC,CCARC,2020-01-23,On-Air,"Closed autopatch, e-power.",100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,165.82,NE,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,Larimer,,K1TJ Repeater System,CCARC,2013-01-01,On-Air,,,Northern Colorado Front Range,,http://www.k1tj.com/,,,,,DN70KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,165.82,NE,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,Larimer,,,CCARC,2016-02-01,On-Air,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,165.82,NE,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,Larimer,,N0AOL - NoCo C-Bridge Network,CCARC,2019-11-27,On-Air,DMR-MARC World Wide Network,,Wide area: North Front Range.,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",DN70KM,,,,,,,,,yes,2,310803,NoCo c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,2,2,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,166.18,NNE,,08,8715,40.53879929,-105.17900085,446.75,441.75,,Larimer,,Rocky Mountain Ham Radio,CCARC,2019-12-09,Off-Air,,,,Full-time to the Colorado TRBO System .,http://www.rmham.org,,,See website for complete info on color codes/time slot assignment.,,,,,,,,,,,yes,7,310814,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,166.18,NNE,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,On-Air,,,Northern Colorado Front Range Wide Area coverage.,,http://www.w0dmr.org/,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,,,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,BrandMeister US,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,2,2,1,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,166.23,NNE,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,2014-09-02,On-Air,,100,Wide Area Coverage,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,166.45,NNE,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,,RM Ham,CCARC,2020-01-01,On-Air,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,166.5,NNE,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,,RMHAM,,2019-12-28,On-Air,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,yes,7,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,166.5,NNE,,08,246,40.61700058,-105.32700348,146.625,146.025,100,Larimer,,Northern Colorado ARC,CCARC,2017-03-11,On-Air,E-power.,100,Wide area: Northern front range.,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,DN70IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,166.5,NNE,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,Larimer,,Northern Colorado ARC,,2019-08-23,Off-Air,"E-power, 25 watts.",100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,166.84,NE,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,Larimer,,W7RF,CCARC,2018-05-13,On-Air,,,,,,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,166.9,NE,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,Larimer,,Northern Colorado ARC,CCARC,2016-03-21,On-Air,,100,,,,,,,,DN70MK,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,167.58,NE,,08,157,40.26119995,-104.70600128,147,147.6,,Weld,,Weld ARS,CCARC,2019-05-06,On-Air,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,3839,,Tuesday Night club net,DN70PG,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,167.58,NE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),CCARC,2019-05-06,On-Air,,,,,http://www.warsco.org/,,3839,,,DN70PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,169.77,NW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,Uintah,Unknown,Borderline Amateur Radio Club,,2015-07-04,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,170.97,NE,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,,RMHAM,,2020-02-10,On-Air,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,CSUARC,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,170.97,NE,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,,RMHAM,,2020-02-10,On-Air,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,CSUARC,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,yes,8,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,170.98,NE,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,Larimer,,W0QEY CSU,CCARC,2017-05-31,On-Air,D-Star Gateway,,Fort Collins Local Area,,,,,Free Star,,DN70KN,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,171.06,NNE,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,,W1VAN,,2019-11-27,On-Air,Brandmeister Network,,Covers Red Feather Lakes Area,,http://www.w0dmr.org,W0DMR,,,,,,,,,,,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,171.08,NE,,08,125,40.57080078,-105.07700348,147.36,147.96,100,Larimer,,CO State Univ ARC,CCARC,2017-03-11,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
