Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Local Network,Op Status,Coordination,IRLP,Downlink Tone,Features,EchoLink,Notes,Links,YSF Digital Enabled,DG-ID,WIRES-X,AllStar,Talkgroups,Southern Colorado,Devilshead Local,Commands,Mixed-Mode,Grid,Feed,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local or Reflector,Kansas,CKRG,KansasLink,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,BYRG,NORCAL 1,NORCAL 5150,UserActivated 1,UserActivated 2,CAL 1,Hytera USA,Parrott,Audio Test,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),SNARS,All TG's Off,All TG's On,Local
448.175,-5,203.5,KD7IMS,"Salt Lake City, Ensign Peak",UT,OPEN,,,377.97290823253144,NW,,49,101,40.8047,-111.896,448.175,443.175,,,,,,,Salt Lake,Unknown,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,N7HIW,,,,,203.5,,,UVHFS,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,114.8,K7LNP,West Jordan,UT,OPEN,,,378.03601983280134,WNW,,49,37,40.6068,-111.939,447.575,442.575,,,,,,,Salt Lake,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,114.8,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9375,-5,CC1,N6DVZ,West Jordan,UT,OPEN,,D,378.06406680880514,WNW,,49,7889,40.6097,-111.939,447.9375,442.9375,,,,yes,1,,Salt Lake,,Greater Salt Lake Valley to Ogden,,,,http://www.dmr-utah.net,2016-02-04,,,On-Air,UVHFS,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,DMR-UTAH,,,,,2,2,,,,1,,2,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,2,2,2,2,2,
447.75,-5,100,WD7P,West Jordan,UT,OPEN,,,378.06406680880514,WNW,,49,15289,40.6097,-111.939,447.75,442.75,,,,,,,Salt Lake,Unknown,,,,,,2016-07-05,100,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,,,378.07026628246894,NW,,49,187,41.259,-111.763,145.21,144.61,,,,,,,Weber,Unknown,City of Morgan and surrounding communities.,,,,http://w7dba.hopto.org/,2008-07-10,123,,,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,,378.07026628246894,NW,,49,140,41.259,-111.763,448.025,443.025,,,,,,,Weber,,,,,,,2008-07-10,123,,On-Air,UVHFS,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,,378.5121156059201,NW,,49,185,40.8915,-111.885,449.35,444.35,,,,,,,Davis,,North Salt Lake to South Ogden,,,,,2008-07-10,123,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,110.9,KW5KW,Dimmitt,TX,OPEN,,,378.51999077694654,SE,,48,17812,34.5509,-102.312,444.7,449.7,,,,,,,Castro,,Castro County,,,,,2019-05-07,110.9,,On-Air,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton, Kaysville Peak",UT,OPEN,,,378.68630279540247,NW,,49,9,41.0503,-111.844,449.6,444.6,,,,,,,Weber,,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,,,,,2015-07-19,136.5,,On-Air,UVHFS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,100,AI7J,Layton,UT,OPEN,,,384.2325770255718,NW,,49,8,41.054,-111.952,449.25,444.25,,,,,,,Davis,,,,,,,2015-08-21,100,,Off-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful, QTH",UT,OPEN,,,378.89314851288094,NW,,49,2766,40.9047,-111.889,447.425,452.425,,,,,,,Davis,,,,,,,2011-04-03,192.8,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,,379.1720279860451,NW,,49,176,40.8474,-111.909,927.3125,902.3125,,,,,,,Davis,,Wasatch Front from Payson to Tremonton.,Davis Co ARC,,,,2010-11-20,127.3,,Off-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7PCE,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,,379.74966442896425,WNW,,49,149,40.5903,-111.975,146.84,146.24,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,Salt Lake Co ARES,,,,2008-07-10,,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,146.2,KB0GRP,O'Neill,NE,OPEN,,,379.7653757699977,NE,,31,108,42.4577,-98.6479,444.875,449.875,,,,,,,Holt,,,,,,,2013-01-31,146.2,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,131.8,KB0GRP,O'Neill,NE,OPEN,I,,386.5100747227731,E,,31,53,42.346,-98.4182,146.61,146.01,,,,,,,Holt,,,,,,,2017-05-21,131.8,,On-Air,,3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,K5GUD,Mooreland,OK,OPEN,,S,380.17517664176256,SE,,40,4458,36.4351,-99.2048,444.275,449.275,yes,K5GUD (B),"jfindu lookup 
/  dstar-users lookup",,,,Woodward,Unknown,,K5GUD,,,,2012-09-03,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,88.5,K5GUD,Mooreland,OK,OPEN,,,380.18345978138393,SE,,40,4457,36.44,-99.2,145.39,144.79,,,,,,,Woodward,Unknown,,K5GUD,,,,2016-07-26,88.5,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,103.5,K5GUD,Woodward,OK,OPEN,,,380.18345978138393,SE,,40,4459,36.44,-99.2,444.875,449.875,,,,,,,Woodward,Unknown,,TSARG,,,,2016-07-26,103.5,,,ORSI,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,,K5GUD,Sharon,OK,OPEN,,S,381.13539195399636,SE,,40,4538,36.276,-99.3379,147.315,147.915,yes,K5GUD (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Woodward,Unknown,,K5GUD,,,,2012-09-03,,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,88.5,K5GUD,Sharon,OK,OPEN,,,381.73833606454264,SE,,40,4536,36.27,-99.33,146.625,146.025,,,,,,,Woodward,,,K5GUD,,,,2017-07-23,88.5,,Off-Air,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,,380.3009923594379,NW,,49,159,41.3706,-111.766,224,222.4,,,,,,,Weber,Unknown,Wide area: Cache and Morgan valleys.,Intermountain Repeater Emergency Amateur Network,,,,,167.9,,,UVHFS,,,Remote base.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,,380.3009923594379,NW,,49,160,41.3706,-111.766,447.775,442.775,,,,,,,Weber,,Wide area: Cache and Morgan valleys.,,,,,2016-12-13,123,,On-Air,UVHFS,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,123,N7TOP,West Haven,UT,OPEN,,,391.597133531778,NW,,49,158,41.203,-112.051,449.775,444.775,,,,,,,Weber,,,,,,,2014-04-14,123,,On-Air,UVHFS,,,Remote base.,,,"Full-time to  
146.92000 (N7TOP) at Corinne, Promontory Point, UT .
 
Full-time to  
448.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.775,-5,123,N7TOP,West Haven,UT,OPEN,,,391.61691862748336,NW,,49,161,41.2042,-112.051,448.775,443.775,,,,,,,Weber,,Wasatch Front from Ogden to the Utah/Idaho border.,,,,,2014-01-24,123,,On-Air,UVHFS,,,4,,,"Full-time to  
449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,123,N7TOP,"Corinne, Promontory Point",UT,OPEN,,,412.18639045648854,NW,,49,157,41.2579,-112.441,146.92,146.32,,,,,,,Weber,,Wasatch Front from Ogden to the Utah/Idaho border.,,,,,2015-11-11,123,,On-Air,UVHFS,,,,,6,"Full-time to  
449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,,380.3009923594379,NW,,49,94,41.3706,-111.766,145.47,144.87,,,,,,,Weber,,Wide area: Cache and Morgan valleys.,,,,,2019-02-19,123,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,,,380.3318022238314,NW,,49,150,40.7823,-111.947,447.025,442.025,,,,,,,Salt Lake,,Wide area.,Salt Lake Co ARES,,,,2018-01-11,100,,On-Air,UVHFS,,,4,,,,,,,,,,,,,DN40as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,,,380.5660246495754,NW,,49,14,40.7759,-111.953,448.05,443.05,,,,,,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,Salt Lake Peaks ARC,,"CSW Net, Mon-Thur, 7:05am",,2014-08-19,100,,On-Air,UVHFS,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,,381.38138840155665,NW,,49,118,41.2979,-111.815,447.6,442.6,,,,,,,Weber,Unknown,,,,,,2008-07-10,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,123,AG7BL,"Montpelier, M-Hill",ID,OPEN,,,381.65865846326386,NW,,16,79,42.32,-111.289,147.12,147.72,,,,,,,Bear Lake,,"Bear Lake County, Idaho.",K7OGM,Bear-lake Emergency Amateur Radio Service,B.E.A.R.S: Sat at 20:00.,Bear Lake Emergency Amateur Radio Service,2018-11-21,123,,On-Air,UVHFS,,,E-power.,,6,,,,,,,,,Contact AE7RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,N5WO,Sharon,OK,OPEN,,,381.73833606454264,SE,,40,4539,36.27,-99.33,147.36,147.96,,,,,,,Woodward,Unknown,,WX Watch,,,,2008-07-25,88.5,,,ORSI,,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,88.5,N5WO,Vici,OK,OPEN,,,388.38800625700213,SE,,40,4568,36.1498,-99.2982,444.95,449.95,,,,,,,Dewey,Unknown,,WX Watch,,,,2008-07-25,88.5,,,ORSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,,381.73833606454264,SE,,40,4537,36.27,-99.33,147,147.6,,,,,,,Woodward,,NW Oklahoma/Woodward area,K5GSM/WX5OKC,ODEM,,,2017-04-15,103.5,,On-Air,ORSI,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,88.5,AC7TJ,Montpelier,ID,OPEN,,,382.13728939366337,NW,,16,6705,42.3222,-111.298,147.38,147.98,,,,,,,Bear Lake,,Almost all of the lake and surrounding area 30 mi radius.,,,,,2016-09-06,88.5,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,,382.168473253278,WNW,,49,6706,40.5351,-112.031,449.25,444.25,,,,,,,Salt Lake,,,Herriman Amateur Radio Club,,Emergency Communications Net: Sun at 21:00.,,2017-12-27,118.8,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,,382.30100180409227,SW,,35,185,35.0694,-108.848,145.43,144.83,,,,,,,McKinley,,Wide are: Southern McKinley County.,MCARES,,,,2017-01-14,162.2,,On-Air,NMFCC,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,100,W7IHC,"Salt Lake City, IHC",UT,OPEN,I,,382.38126543200616,NW,,49,201,40.7123,-112.002,448.55,443.55,,,,,,,Salt Lake,,,IHCRC,,,,2008-07-10,100,,On-Air,UVHFS,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,123,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,,,388.0464235791964,NW,,49,200,40.4681,-112.154,145.19,144.59,,,,,,,Salt Lake,,Wide area.,IHCRC,,,,2015-06-08,123,,On-Air,UVHFS,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,,W7IHC,"Salt Lake City, Intermountain Ridge",UT,OPEN,I,,392.1388049516035,NW,,49,46,40.6531,-112.202,448.4,443.4,,,,,,,Salt Lake,,Wide area.,IHC.,,,,2015-06-11,,,On-Air,UVHFS,3407,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,67,KE5RUE,Midway (Portales),NM,OPEN,,,382.73191736854966,SE,,35,16892,34.25,-103.23,147,147.6,,,,,,,Roosevelt,Unknown,,Jeff Burmeister,,,,2018-07-18,67,,,,,,"batteries, genset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,Y,383.01717980987064,NW,,49,217,41.1997,-111.882,448.6,443.6,,,,,,,Weber,,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",Ogden ARC,,Weber Co ARES: Tue at 20:00.,http://www.ogdenarc.org/,2017-07-02,123,,On-Air,UVHFS,,123,9,,"C4FM Yaesu fusion, digital and analog FM repeater",,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,Y,383.02056792565224,NW,,49,214,41.1999,-111.882,146.9,146.3,,,,,,,Weber,,"Huntsville to West desert, Salt Lake to Idaho border",OARC / VHFS,,,http://www.ogdenarc.org,2017-11-14,D122,,On-Air,UVHFS,,D122,,,C4FM Yaesu Fusion repeater digital and analog FM,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W7SU,"Ogden, Little Mountain",UT,OPEN,,Y,401.83595077099443,NW,,49,216,41.2547,-112.237,146.82,146.22,,,,,,,Weber,,Wasatch Front from south of Salt Lake City to the Utah/Idaho border and into the West desert toward Nevada.,Ogden ARC,Utah VHF Soc,,OARC Repeaters,2015-07-04,123,,On-Air,UVHFS,,123,,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,100,W7SU,"Ogden, Little Mountain",UT,OPEN,,Y,401.8392575168077,NW,,49,215,41.2549,-112.237,448.575,443.575,,,,,,,Weber,,Salt lake to Idaho and west toward Nevada,OARC,,,http://www.ogdenarc.org/,2015-10-12,100,,On-Air,UVHFS,,100,,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7DOU,"West Kaysville, sewer plant",UT,OPEN,,Y,383.0385601740988,NW,,49,18,41.0388,-111.933,449.7,444.7,,,,,,,Davis,,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Davis Co ARC,,,,2018-09-16,100,,On-Air,UVHFS,,100,4,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,127.3,KE5NCA,Clarendon,TX,OPEN,,,383.61457371392936,SSE,,48,8917,35.0764,-100.893,444.275,449.275,,,,,,,Donley,,100,,,,,2013-04-29,127.3,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,,KC7KRY,"Eureka, Eureka Peak",UT,OPEN,,,383.8092384160101,NW,,49,91,39.9406,-112.117,447.875,442.875,,,,,,,Juab,Unknown,Wide area.,,,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,146.2,KC7MVI,"Eureka, Eureka Peak",UT,OPEN,,,383.8092384160101,NW,,49,92,39.9406,-112.117,448.225,443.225,,,,,,,Juab,,Wide area: Utah County from Alpine to Payson.,Utah Valley Comm College,,,,2016-05-20,146.2,,Off-Air,UVHFS,,,"Autopatch, 4,300'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,107.2,K2NWS,"Kearns, Bacchus Hill",UT,OPEN,,,384.361035813811,WNW,,49,113,40.6272,-112.057,447.525,442.525,,,,,,,Salt Lake,,Salt Lake Valley communities from Draper to north Davis County,KF6RAL,,,,2016-12-13,107.2,,On-Air,UVHFS,,107.2,5,,National Weather Service Alerts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,127.3,KO7R,"Cedar Fort, Internet Mountain",UT,OPEN,,,384.4805548981376,NW,,49,10180,40.3272,-112.104,449.7,444.7,,,,,,,Utah,,,,,,,2017-09-01,127.3,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,103.5,AC7O,"Logan, Mt Logan",UT,OPEN,,,385.247100807266,NW,,49,7,41.7134,-111.718,449.625,444.625,,,,,,,Cache,,"Wide area: Cache County, including Logan, from Richmond to Avon.",Bridgerland ARC,,,BARC Repeaters,2015-06-06,103.5,,On-Air,UVHFS,,,,,9,"Full-time to  
146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.75,-20,,AC7O,"Logan, Mt Logan",UT,OPEN,,S,389.5387029770535,NW,,49,11084,41.7246,-111.801,1299.75,1279.75,yes,AC7O (A),"jfindu lookup 
/  dstar-users lookup",,,,Cache,,,,,,http://barconline.org/repeaters/,2014-02-02,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,S,391.86811743054875,NW,,49,11083,41.7223,-111.85,145.15,144.55,yes,AC7O (C) Hot Spot &lt;24/7,"jfindu lookup 
/  dstar-users lookup",,,,Cache,,,,,,,2019-02-19,,,On-Air,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,103.5,AC7O,"Logan, WA7KMF QTH",UT,OPEN,EI,,391.86811743054875,NW,Node Offline,49,4,41.7223,-111.85,147.2,147.8,,,,,,,Cache,,"Cache County, including Logan, from Richmond to Avon.",,,State RACES: 3rd Thu of even-numbered months.,BARC Repeaters,2018-01-27,103.5,,On-Air,UVHFS,3381,,,495125,,"Full-time to  
146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,S,391.86811743054875,NW,,49,11082,41.7223,-111.85,447.975,442.975,yes,AC7O (B) Gateway Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Cache,,,,,,http://barconline.org/repeaters/,2016-07-05,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,103.5,AC7O,"Ogden, Promontory Pt",UT,OPEN,,,412.18479049623437,NW,,49,5,41.2578,-112.441,147.26,147.86,,,,,,,Salt Lake,,Wide area: Wasatch Front from Ogden to the Utah/Idaho border. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Bridgerland ARC,,Tuesdays at 9 pm,BARC Repeaters,2017-07-24,103.5,,On-Air,UVHFS,,,Closed autopatch.,,,"Full-time to  
147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 
Full-time to  
146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,,385.52206474925583,NW,,49,10059,41.0552,-111.977,447.05,442.05,,,,,,,Davis,,,,,,,2017-03-31,114.8,,On-Air,UVHFS,3515,,"IRLP, Allstar",,,,,,,28463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,,385.79092548539376,NW,,49,111,41.1907,-111.94,145.25,144.65,,,,,,,Weber,,Ogden and surrounding area,Weber State University Amateur Radio Club,,,Weber State University Amateur Radio Club,2014-12-18,123,,On-Air,UVHFS,,123,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
